i_max, j_max, k_max
6000, 6000, 300

Extrema { x_min: -24.87702, x_max: 24.877022, y_min: -4.944555, y_max: 4.944555, z_min: -2.9968526, z_max: 3.9958036 }

ExtremaIJK { x_min: IJK { i: 2936, j: 3006, k: 150 }, x_max: IJK { i: 3060, j: 3001, k: 151 }, y_min: IJK { i: 2955, j: 2985, k: 147 }, y_max: IJK { i: 2943, j: 3015, k: 141 }, z_min: IJK { i: 2953, j: 2995, k: 141 }, z_max: IJK { i: 3014, j: 3001, k: 162 } }

Stacking pos:
[-144, -143, -142, -141, -140, -139, -138, -137, -136, -135, -134, -133, -132, -131, -130, -129, -128, -127, -126, -125, -124, -123, -122, -121, -120, -119, -118, -117, -116, -115, -114, -113, -112, -111, -110, -109, -108, -107, -106, -105, -104, -103, -102, -101, -100, -99, -98, -97, -96, -95, -94, -93, -92, -91, -90, -89, -88, -87, -86, -85, -84, -83, -82, -81, -80, -79, -78, -77, -76, -75, -74, -73, -72, -71, -70, -69, -68, -67, -66, -65, -64, -63, -62, -61, -60, -59, -58, -57, -56, -55, -54, -53, -52, -51, -50, -49, -48, -47, -46, -45, -44, -43, -42, -41, -40, -39, -38, -37, -36, -35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 2, 1, 0, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147]

Stacking shift_j:
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]

Bulk atoms:
a, b, c, d, surface
38, -10, 0, 1, 0
39, -10, 0, 1, 0
40, -10, 0, 1, 0
41, -10, 0, 1, 0
42, -10, 0, 1, 0
43, -10, 0, 1, 0
44, -10, 0, 1, 0
45, -10, 0, 1, 0
46, -10, 0, 1, 0
47, -10, 0, 1, 0
48, -10, 0, 1, 0
49, -10, 0, 1, 0
50, -10, 0, 1, 0
51, -10, 0, 1, 0
52, -10, 0, 1, 0
53, -10, 0, 1, 0
54, -10, 0, 1, 0
55, -10, 0, 1, 0
56, -10, 0, 1, 0
57, -10, 0, 1, 0
58, -10, 0, 1, 0
59, -10, 0, 1, 0
60, -10, 0, 1, 0
61, -10, 0, 1, 0
62, -10, 0, 1, 0
63, -10, 0, 1, 0
64, -10, 0, 1, 1
-56, -9, 0, 1, 1
-55, -9, 0, 1, 0
-54, -9, 0, 1, 0
-53, -9, 0, 1, 0
-52, -9, 0, 1, 0
-51, -9, 0, 1, 0
-50, -9, 0, 1, 0
-49, -9, 0, 1, 0
-48, -9, 0, 1, 0
-47, -9, 0, 1, 0
-46, -9, 0, 1, 0
-45, -9, 0, 1, 0
-44, -9, 0, 1, 0
-43, -9, 0, 1, 0
-42, -9, 0, 1, 0
-41, -9, 0, 1, 0
-40, -9, 0, 1, 0
-39, -9, 0, 1, 0
-38, -9, 0, 1, 0
-37, -9, 0, 1, 0
-36, -9, 0, 1, 0
-35, -9, 0, 1, 0
-34, -9, 0, 1, 0
-33, -9, 0, 1, 0
-32, -9, 0, 1, 0
-31, -9, 0, 1, 0
-30, -9, 0, 1, 0
-29, -9, 0, 1, 0
-28, -9, 0, 1, 0
-27, -9, 0, 1, 0
-26, -9, 0, 1, 0
-25, -9, 0, 1, 0
-24, -9, 0, 1, 0
-23, -9, 0, 1, 0
-22, -9, 0, 1, 0
-21, -9, 0, 1, 0
-20, -9, 0, 1, 0
-19, -9, 0, 1, 0
-18, -9, 0, 1, 0
-17, -9, 0, 1, 0
-16, -9, 0, 1, 0
-15, -9, 0, 1, 0
-14, -9, 0, 1, 0
-13, -9, 0, 1, 0
-12, -9, 0, 1, 0
-11, -9, 0, 1, 0
-10, -9, 0, 1, 0
-9, -9, 0, 1, 1
18, -9, 0, 1, 1
19, -9, 0, 1, 0
20, -9, 0, 1, 0
21, -9, 0, 1, 0
22, -9, 0, 1, 0
23, -9, 0, 1, 0
24, -9, 0, 1, 0
25, -9, 0, 1, 1
26, -9, 0, 1, 1
27, -9, 0, 1, 0
28, -9, 0, 1, 0
29, -9, 0, 1, 0
30, -9, 0, 1, 0
31, -9, 0, 1, 0
32, -9, 0, 1, 0
33, -9, 0, 1, 0
34, -9, 0, 1, 0
35, -9, 0, 1, 0
36, -9, 0, 1, 0
37, -9, 0, 1, 0
38, -9, 0, 1, 0
39, -9, 0, 1, 0
40, -9, 0, 1, 0
41, -9, 0, 1, 0
42, -9, 0, 1, 0
43, -9, 0, 1, 0
44, -9, 0, 1, 0
45, -9, 0, 1, 0
46, -9, 0, 1, 0
47, -9, 0, 1, 0
48, -9, 0, 1, 0
49, -9, 0, 1, 0
50, -9, 0, 1, 0
51, -9, 0, 1, 0
52, -9, 0, 1, 0
53, -9, 0, 1, 0
54, -9, 0, 1, 0
55, -9, 0, 1, 0
56, -9, 0, 1, 0
57, -9, 0, 1, 0
58, -9, 0, 1, 0
59, -9, 0, 1, 0
60, -9, 0, 1, 0
61, -9, 0, 1, 0
62, -9, 0, 1, 0
63, -9, 0, 1, 0
64, -9, 0, 1, 1
-57, -8, 0, 1, 1
-56, -8, 0, 1, 0
-55, -8, 0, 1, 0
-54, -8, 0, 1, 0
-53, -8, 0, 1, 0
-52, -8, 0, 1, 0
-51, -8, 0, 1, 0
-50, -8, 0, 1, 0
-49, -8, 0, 1, 0
-48, -8, 0, 1, 0
-47, -8, 0, 1, 0
-46, -8, 0, 1, 0
-45, -8, 0, 1, 0
-44, -8, 0, 1, 0
-43, -8, 0, 1, 0
-42, -8, 0, 1, 0
-41, -8, 0, 1, 0
-40, -8, 0, 1, 0
-39, -8, 0, 1, 0
-38, -8, 0, 1, 0
-37, -8, 0, 1, 0
-36, -8, 0, 1, 0
-35, -8, 0, 1, 0
-34, -8, 0, 1, 0
-33, -8, 0, 1, 0
-32, -8, 0, 1, 0
-31, -8, 0, 1, 0
-30, -8, 0, 1, 0
-29, -8, 0, 1, 0
-28, -8, 0, 1, 0
-27, -8, 0, 1, 0
-26, -8, 0, 1, 0
-25, -8, 0, 1, 0
-24, -8, 0, 1, 0
-23, -8, 0, 1, 0
-22, -8, 0, 1, 0
-21, -8, 0, 1, 0
-20, -8, 0, 1, 0
-19, -8, 0, 1, 0
-18, -8, 0, 1, 0
-17, -8, 0, 1, 0
-16, -8, 0, 1, 0
-15, -8, 0, 1, 0
-14, -8, 0, 1, 0
-13, -8, 0, 1, 0
-12, -8, 0, 1, 0
-11, -8, 0, 1, 0
-10, -8, 0, 1, 0
-9, -8, 0, 1, 1
17, -8, 0, 1, 1
18, -8, 0, 1, 0
19, -8, 0, 1, 0
20, -8, 0, 1, 0
21, -8, 0, 1, 0
22, -8, 0, 1, 0
23, -8, 0, 1, 0
24, -8, 0, 1, 0
25, -8, 0, 1, 1
26, -8, 0, 1, 0
27, -8, 0, 1, 0
28, -8, 0, 1, 0
29, -8, 0, 1, 0
30, -8, 0, 1, 0
31, -8, 0, 1, 0
32, -8, 0, 1, 0
33, -8, 0, 1, 0
34, -8, 0, 1, 0
35, -8, 0, 1, 0
36, -8, 0, 1, 0
37, -8, 0, 1, 0
38, -8, 0, 1, 0
39, -8, 0, 1, 0
40, -8, 0, 1, 0
41, -8, 0, 1, 0
42, -8, 0, 1, 0
43, -8, 0, 1, 0
44, -8, 0, 1, 0
45, -8, 0, 1, 0
46, -8, 0, 1, 0
47, -8, 0, 1, 0
48, -8, 0, 1, 0
49, -8, 0, 1, 0
50, -8, 0, 1, 0
51, -8, 0, 1, 0
52, -8, 0, 1, 0
53, -8, 0, 1, 0
54, -8, 0, 1, 0
55, -8, 0, 1, 0
56, -8, 0, 1, 0
57, -8, 0, 1, 0
58, -8, 0, 1, 0
59, -8, 0, 1, 0
60, -8, 0, 1, 0
61, -8, 0, 1, 0
62, -8, 0, 1, 0
63, -8, 0, 1, 0
64, -8, 0, 1, 1
-57, -7, 0, 1, 1
-56, -7, 0, 1, 0
-55, -7, 0, 1, 0
-54, -7, 0, 1, 0
-53, -7, 0, 1, 0
-52, -7, 0, 1, 0
-51, -7, 0, 1, 0
-50, -7, 0, 1, 0
-49, -7, 0, 1, 0
-48, -7, 0, 1, 0
-47, -7, 0, 1, 0
-46, -7, 0, 1, 0
-45, -7, 0, 1, 0
-44, -7, 0, 1, 0
-43, -7, 0, 1, 0
-42, -7, 0, 1, 0
-41, -7, 0, 1, 0
-40, -7, 0, 1, 0
-39, -7, 0, 1, 0
-38, -7, 0, 1, 0
-37, -7, 0, 1, 0
-36, -7, 0, 1, 0
-35, -7, 0, 1, 0
-34, -7, 0, 1, 0
-33, -7, 0, 1, 0
-32, -7, 0, 1, 0
-31, -7, 0, 1, 0
-30, -7, 0, 1, 0
-29, -7, 0, 1, 0
-28, -7, 0, 1, 0
-27, -7, 0, 1, 0
-26, -7, 0, 1, 0
-25, -7, 0, 1, 0
-24, -7, 0, 1, 0
-23, -7, 0, 1, 0
-22, -7, 0, 1, 0
-21, -7, 0, 1, 0
-20, -7, 0, 1, 0
-19, -7, 0, 1, 0
-18, -7, 0, 1, 0
-17, -7, 0, 1, 0
-16, -7, 0, 1, 0
-15, -7, 0, 1, 0
-14, -7, 0, 1, 0
-13, -7, 0, 1, 0
-12, -7, 0, 1, 0
-11, -7, 0, 1, 0
-10, -7, 0, 1, 0
-9, -7, 0, 1, 1
17, -7, 0, 1, 1
18, -7, 0, 1, 0
19, -7, 0, 1, 0
20, -7, 0, 1, 0
21, -7, 0, 1, 0
22, -7, 0, 1, 0
23, -7, 0, 1, 0
24, -7, 0, 1, 1
25, -7, 0, 1, 1
26, -7, 0, 1, 0
27, -7, 0, 1, 0
28, -7, 0, 1, 0
29, -7, 0, 1, 0
30, -7, 0, 1, 0
31, -7, 0, 1, 0
32, -7, 0, 1, 0
33, -7, 0, 1, 0
34, -7, 0, 1, 0
35, -7, 0, 1, 0
36, -7, 0, 1, 0
37, -7, 0, 1, 0
38, -7, 0, 1, 0
39, -7, 0, 1, 0
40, -7, 0, 1, 0
41, -7, 0, 1, 0
42, -7, 0, 1, 0
43, -7, 0, 1, 0
44, -7, 0, 1, 0
45, -7, 0, 1, 0
46, -7, 0, 1, 0
47, -7, 0, 1, 0
48, -7, 0, 1, 0
49, -7, 0, 1, 0
50, -7, 0, 1, 0
51, -7, 0, 1, 0
52, -7, 0, 1, 0
53, -7, 0, 1, 0
54, -7, 0, 1, 0
55, -7, 0, 1, 0
56, -7, 0, 1, 0
57, -7, 0, 1, 0
58, -7, 0, 1, 0
59, -7, 0, 1, 0
60, -7, 0, 1, 0
61, -7, 0, 1, 0
62, -7, 0, 1, 0
63, -7, 0, 1, 0
64, -7, 0, 1, 1
-58, -6, 0, 1, 1
-57, -6, 0, 1, 0
-56, -6, 0, 1, 0
-55, -6, 0, 1, 0
-54, -6, 0, 1, 0
-53, -6, 0, 1, 0
-52, -6, 0, 1, 0
-51, -6, 0, 1, 0
-50, -6, 0, 1, 0
-49, -6, 0, 1, 0
-48, -6, 0, 1, 0
-47, -6, 0, 1, 0
-46, -6, 0, 1, 0
-45, -6, 0, 1, 0
-44, -6, 0, 1, 0
-43, -6, 0, 1, 0
-42, -6, 0, 1, 0
-41, -6, 0, 1, 0
-40, -6, 0, 1, 0
-39, -6, 0, 1, 0
-38, -6, 0, 1, 0
-37, -6, 0, 1, 0
-36, -6, 0, 1, 0
-35, -6, 0, 1, 0
-34, -6, 0, 1, 0
-33, -6, 0, 1, 0
-32, -6, 0, 1, 0
-31, -6, 0, 1, 0
-30, -6, 0, 1, 0
-29, -6, 0, 1, 0
-28, -6, 0, 1, 0
-27, -6, 0, 1, 0
-26, -6, 0, 1, 0
-25, -6, 0, 1, 0
-24, -6, 0, 1, 0
-23, -6, 0, 1, 0
-22, -6, 0, 1, 0
-21, -6, 0, 1, 0
-20, -6, 0, 1, 0
-19, -6, 0, 1, 0
-18, -6, 0, 1, 0
-17, -6, 0, 1, 0
-16, -6, 0, 1, 0
-15, -6, 0, 1, 0
-14, -6, 0, 1, 0
-13, -6, 0, 1, 0
-12, -6, 0, 1, 0
-11, -6, 0, 1, 0
-10, -6, 0, 1, 1
16, -6, 0, 1, 1
17, -6, 0, 1, 0
18, -6, 0, 1, 0
19, -6, 0, 1, 0
20, -6, 0, 1, 0
21, -6, 0, 1, 0
22, -6, 0, 1, 0
23, -6, 0, 1, 0
24, -6, 0, 1, 1
25, -6, 0, 1, 0
26, -6, 0, 1, 0
27, -6, 0, 1, 0
28, -6, 0, 1, 0
29, -6, 0, 1, 0
30, -6, 0, 1, 0
31, -6, 0, 1, 0
32, -6, 0, 1, 0
33, -6, 0, 1, 0
34, -6, 0, 1, 0
35, -6, 0, 1, 0
36, -6, 0, 1, 0
37, -6, 0, 1, 0
38, -6, 0, 1, 0
39, -6, 0, 1, 0
40, -6, 0, 1, 0
41, -6, 0, 1, 0
42, -6, 0, 1, 0
43, -6, 0, 1, 0
44, -6, 0, 1, 0
45, -6, 0, 1, 0
46, -6, 0, 1, 0
47, -6, 0, 1, 0
48, -6, 0, 1, 0
49, -6, 0, 1, 0
50, -6, 0, 1, 0
51, -6, 0, 1, 0
52, -6, 0, 1, 0
53, -6, 0, 1, 0
54, -6, 0, 1, 0
55, -6, 0, 1, 0
56, -6, 0, 1, 0
57, -6, 0, 1, 0
58, -6, 0, 1, 0
59, -6, 0, 1, 0
60, -6, 0, 1, 0
61, -6, 0, 1, 0
62, -6, 0, 1, 0
63, -6, 0, 1, 0
64, -6, 0, 1, 1
-58, -5, 0, 1, 1
-57, -5, 0, 1, 0
-56, -5, 0, 1, 0
-55, -5, 0, 1, 0
-54, -5, 0, 1, 0
-53, -5, 0, 1, 0
-52, -5, 0, 1, 0
-51, -5, 0, 1, 0
-50, -5, 0, 1, 0
-49, -5, 0, 1, 0
-48, -5, 0, 1, 0
-47, -5, 0, 1, 0
-46, -5, 0, 1, 0
-45, -5, 0, 1, 0
-44, -5, 0, 1, 0
-43, -5, 0, 1, 0
-42, -5, 0, 1, 0
-41, -5, 0, 1, 0
-40, -5, 0, 1, 0
-39, -5, 0, 1, 0
-38, -5, 0, 1, 0
-37, -5, 0, 1, 0
-36, -5, 0, 1, 0
-35, -5, 0, 1, 0
-34, -5, 0, 1, 0
-33, -5, 0, 1, 0
-32, -5, 0, 1, 0
-31, -5, 0, 1, 0
-30, -5, 0, 1, 0
-29, -5, 0, 1, 0
-28, -5, 0, 1, 0
-27, -5, 0, 1, 0
-26, -5, 0, 1, 0
-25, -5, 0, 1, 0
-24, -5, 0, 1, 0
-23, -5, 0, 1, 0
-22, -5, 0, 1, 0
-21, -5, 0, 1, 0
-20, -5, 0, 1, 0
-19, -5, 0, 1, 0
-18, -5, 0, 1, 0
-17, -5, 0, 1, 0
-16, -5, 0, 1, 0
-15, -5, 0, 1, 0
-14, -5, 0, 1, 0
-13, -5, 0, 1, 0
-12, -5, 0, 1, 0
-11, -5, 0, 1, 0
-10, -5, 0, 1, 1
15, -5, 0, 1, 1
16, -5, 0, 1, 0
17, -5, 0, 1, 0
18, -5, 0, 1, 0
19, -5, 0, 1, 0
20, -5, 0, 1, 0
21, -5, 0, 1, 0
22, -5, 0, 1, 0
23, -5, 0, 1, 1
24, -5, 0, 1, 1
25, -5, 0, 1, 0
26, -5, 0, 1, 0
27, -5, 0, 1, 0
28, -5, 0, 1, 0
29, -5, 0, 1, 0
30, -5, 0, 1, 0
31, -5, 0, 1, 0
32, -5, 0, 1, 0
33, -5, 0, 1, 0
34, -5, 0, 1, 0
35, -5, 0, 1, 0
36, -5, 0, 1, 0
37, -5, 0, 1, 0
38, -5, 0, 1, 0
39, -5, 0, 1, 0
40, -5, 0, 1, 0
41, -5, 0, 1, 0
42, -5, 0, 1, 0
43, -5, 0, 1, 0
44, -5, 0, 1, 0
45, -5, 0, 1, 0
46, -5, 0, 1, 0
47, -5, 0, 1, 0
48, -5, 0, 1, 0
49, -5, 0, 1, 0
50, -5, 0, 1, 0
51, -5, 0, 1, 0
52, -5, 0, 1, 0
53, -5, 0, 1, 0
54, -5, 0, 1, 0
55, -5, 0, 1, 0
56, -5, 0, 1, 0
57, -5, 0, 1, 0
58, -5, 0, 1, 0
59, -5, 0, 1, 0
60, -5, 0, 1, 0
61, -5, 0, 1, 0
62, -5, 0, 1, 0
63, -5, 0, 1, 1
-59, -4, 0, 1, 1
-58, -4, 0, 1, 0
-57, -4, 0, 1, 0
-56, -4, 0, 1, 0
-55, -4, 0, 1, 0
-54, -4, 0, 1, 0
-53, -4, 0, 1, 0
-52, -4, 0, 1, 0
-51, -4, 0, 1, 0
-50, -4, 0, 1, 0
-49, -4, 0, 1, 0
-48, -4, 0, 1, 0
-47, -4, 0, 1, 0
-46, -4, 0, 1, 0
-45, -4, 0, 1, 0
-44, -4, 0, 1, 0
-43, -4, 0, 1, 0
-42, -4, 0, 1, 0
-41, -4, 0, 1, 0
-40, -4, 0, 1, 0
-39, -4, 0, 1, 0
-38, -4, 0, 1, 0
-37, -4, 0, 1, 0
-36, -4, 0, 1, 0
-35, -4, 0, 1, 0
-34, -4, 0, 1, 0
-33, -4, 0, 1, 0
-32, -4, 0, 1, 0
-31, -4, 0, 1, 0
-30, -4, 0, 1, 0
-29, -4, 0, 1, 0
-28, -4, 0, 1, 0
-27, -4, 0, 1, 0
-26, -4, 0, 1, 0
-25, -4, 0, 1, 0
-24, -4, 0, 1, 0
-23, -4, 0, 1, 0
-22, -4, 0, 1, 0
-21, -4, 0, 1, 0
-20, -4, 0, 1, 0
-19, -4, 0, 1, 0
-18, -4, 0, 1, 0
-17, -4, 0, 1, 0
-16, -4, 0, 1, 0
-15, -4, 0, 1, 0
-14, -4, 0, 1, 0
-13, -4, 0, 1, 0
-12, -4, 0, 1, 0
-11, -4, 0, 1, 1
14, -4, 0, 1, 1
15, -4, 0, 1, 0
16, -4, 0, 1, 0
17, -4, 0, 1, 0
18, -4, 0, 1, 0
19, -4, 0, 1, 0
20, -4, 0, 1, 0
21, -4, 0, 1, 0
22, -4, 0, 1, 0
23, -4, 0, 1, 1
24, -4, 0, 1, 0
25, -4, 0, 1, 0
26, -4, 0, 1, 0
27, -4, 0, 1, 0
28, -4, 0, 1, 0
29, -4, 0, 1, 0
30, -4, 0, 1, 0
31, -4, 0, 1, 0
32, -4, 0, 1, 0
33, -4, 0, 1, 0
34, -4, 0, 1, 0
35, -4, 0, 1, 0
36, -4, 0, 1, 0
37, -4, 0, 1, 0
38, -4, 0, 1, 0
39, -4, 0, 1, 0
40, -4, 0, 1, 0
41, -4, 0, 1, 0
42, -4, 0, 1, 0
43, -4, 0, 1, 0
44, -4, 0, 1, 0
45, -4, 0, 1, 0
46, -4, 0, 1, 0
47, -4, 0, 1, 0
48, -4, 0, 1, 0
49, -4, 0, 1, 0
50, -4, 0, 1, 0
51, -4, 0, 1, 0
52, -4, 0, 1, 0
53, -4, 0, 1, 0
54, -4, 0, 1, 0
55, -4, 0, 1, 0
56, -4, 0, 1, 0
57, -4, 0, 1, 0
58, -4, 0, 1, 0
59, -4, 0, 1, 0
60, -4, 0, 1, 0
61, -4, 0, 1, 0
62, -4, 0, 1, 0
63, -4, 0, 1, 1
-59, -3, 0, 1, 1
-58, -3, 0, 1, 0
-57, -3, 0, 1, 0
-56, -3, 0, 1, 0
-55, -3, 0, 1, 0
-54, -3, 0, 1, 0
-53, -3, 0, 1, 0
-52, -3, 0, 1, 0
-51, -3, 0, 1, 0
-50, -3, 0, 1, 0
-49, -3, 0, 1, 0
-48, -3, 0, 1, 0
-47, -3, 0, 1, 0
-46, -3, 0, 1, 0
-45, -3, 0, 1, 0
-44, -3, 0, 1, 0
-43, -3, 0, 1, 0
-42, -3, 0, 1, 0
-41, -3, 0, 1, 0
-40, -3, 0, 1, 0
-39, -3, 0, 1, 0
-38, -3, 0, 1, 0
-37, -3, 0, 1, 0
-36, -3, 0, 1, 0
-35, -3, 0, 1, 0
-34, -3, 0, 1, 0
-33, -3, 0, 1, 0
-32, -3, 0, 1, 0
-31, -3, 0, 1, 0
-30, -3, 0, 1, 0
-29, -3, 0, 1, 0
-28, -3, 0, 1, 0
-27, -3, 0, 1, 0
-26, -3, 0, 1, 0
-25, -3, 0, 1, 0
-24, -3, 0, 1, 0
-23, -3, 0, 1, 0
-22, -3, 0, 1, 0
-21, -3, 0, 1, 0
-20, -3, 0, 1, 0
-19, -3, 0, 1, 0
-18, -3, 0, 1, 0
-17, -3, 0, 1, 0
-16, -3, 0, 1, 0
-15, -3, 0, 1, 0
-14, -3, 0, 1, 0
-13, -3, 0, 1, 0
-12, -3, 0, 1, 0
-11, -3, 0, 1, 1
14, -3, 0, 1, 1
15, -3, 0, 1, 0
16, -3, 0, 1, 0
17, -3, 0, 1, 0
18, -3, 0, 1, 0
19, -3, 0, 1, 0
20, -3, 0, 1, 0
21, -3, 0, 1, 0
22, -3, 0, 1, 1
23, -3, 0, 1, 1
24, -3, 0, 1, 0
25, -3, 0, 1, 0
26, -3, 0, 1, 0
27, -3, 0, 1, 0
28, -3, 0, 1, 0
29, -3, 0, 1, 0
30, -3, 0, 1, 0
31, -3, 0, 1, 0
32, -3, 0, 1, 0
33, -3, 0, 1, 0
34, -3, 0, 1, 0
35, -3, 0, 1, 0
36, -3, 0, 1, 0
37, -3, 0, 1, 0
38, -3, 0, 1, 0
39, -3, 0, 1, 0
40, -3, 0, 1, 0
41, -3, 0, 1, 0
42, -3, 0, 1, 0
43, -3, 0, 1, 0
44, -3, 0, 1, 0
45, -3, 0, 1, 0
46, -3, 0, 1, 0
47, -3, 0, 1, 0
48, -3, 0, 1, 0
49, -3, 0, 1, 0
50, -3, 0, 1, 0
51, -3, 0, 1, 0
52, -3, 0, 1, 0
53, -3, 0, 1, 0
54, -3, 0, 1, 1
55, -3, 0, 1, 1
56, -3, 0, 1, 0
57, -3, 0, 1, 0
58, -3, 0, 1, 0
59, -3, 0, 1, 0
60, -3, 0, 1, 0
61, -3, 0, 1, 0
62, -3, 0, 1, 1
-60, -2, 0, 1, 1
-59, -2, 0, 1, 0
-58, -2, 0, 1, 0
-57, -2, 0, 1, 0
-56, -2, 0, 1, 0
-55, -2, 0, 1, 0
-54, -2, 0, 1, 0
-53, -2, 0, 1, 0
-52, -2, 0, 1, 0
-51, -2, 0, 1, 0
-50, -2, 0, 1, 0
-49, -2, 0, 1, 0
-48, -2, 0, 1, 0
-47, -2, 0, 1, 0
-46, -2, 0, 1, 0
-45, -2, 0, 1, 0
-44, -2, 0, 1, 0
-43, -2, 0, 1, 0
-42, -2, 0, 1, 0
-41, -2, 0, 1, 0
-40, -2, 0, 1, 0
-39, -2, 0, 1, 0
-38, -2, 0, 1, 0
-37, -2, 0, 1, 0
-36, -2, 0, 1, 0
-35, -2, 0, 1, 0
-34, -2, 0, 1, 0
-33, -2, 0, 1, 0
-32, -2, 0, 1, 0
-31, -2, 0, 1, 0
-30, -2, 0, 1, 0
-29, -2, 0, 1, 0
-28, -2, 0, 1, 0
-27, -2, 0, 1, 0
-26, -2, 0, 1, 0
-25, -2, 0, 1, 0
-24, -2, 0, 1, 0
-23, -2, 0, 1, 0
-22, -2, 0, 1, 0
-21, -2, 0, 1, 0
-20, -2, 0, 1, 0
-19, -2, 0, 1, 0
-18, -2, 0, 1, 0
-17, -2, 0, 1, 0
-16, -2, 0, 1, 0
-15, -2, 0, 1, 0
-14, -2, 0, 1, 0
-13, -2, 0, 1, 0
-12, -2, 0, 1, 1
13, -2, 0, 1, 1
14, -2, 0, 1, 0
15, -2, 0, 1, 0
16, -2, 0, 1, 0
17, -2, 0, 1, 0
18, -2, 0, 1, 0
19, -2, 0, 1, 0
20, -2, 0, 1, 0
21, -2, 0, 1, 0
22, -2, 0, 1, 1
23, -2, 0, 1, 0
24, -2, 0, 1, 0
25, -2, 0, 1, 0
26, -2, 0, 1, 0
27, -2, 0, 1, 0
28, -2, 0, 1, 0
29, -2, 0, 1, 0
30, -2, 0, 1, 0
31, -2, 0, 1, 0
32, -2, 0, 1, 0
33, -2, 0, 1, 0
34, -2, 0, 1, 0
35, -2, 0, 1, 0
36, -2, 0, 1, 0
37, -2, 0, 1, 0
38, -2, 0, 1, 0
39, -2, 0, 1, 0
40, -2, 0, 1, 0
41, -2, 0, 1, 0
42, -2, 0, 1, 0
43, -2, 0, 1, 0
44, -2, 0, 1, 0
45, -2, 0, 1, 0
46, -2, 0, 1, 0
47, -2, 0, 1, 0
48, -2, 0, 1, 0
49, -2, 0, 1, 0
50, -2, 0, 1, 0
51, -2, 0, 1, 0
52, -2, 0, 1, 0
53, -2, 0, 1, 0
54, -2, 0, 1, 1
55, -2, 0, 1, 0
56, -2, 0, 1, 0
57, -2, 0, 1, 0
58, -2, 0, 1, 0
59, -2, 0, 1, 0
60, -2, 0, 1, 0
61, -2, 0, 1, 0
62, -2, 0, 1, 1
-60, -1, 0, 1, 1
-59, -1, 0, 1, 0
-58, -1, 0, 1, 0
-57, -1, 0, 1, 0
-56, -1, 0, 1, 0
-55, -1, 0, 1, 0
-54, -1, 0, 1, 0
-53, -1, 0, 1, 0
-52, -1, 0, 1, 0
-51, -1, 0, 1, 0
-50, -1, 0, 1, 0
-49, -1, 0, 1, 0
